,particle_id,hit num1,hit num2,hit num3,hit num4,hit num5,hit num6,hit num7,hit num8,hit num9,hit num10,hit num11,hit num12,hit num13,hit num14,hit num15,hit num16,hit num17,hit num18,hit num19
232,4.773846528777257e+17,"[11.8517, -100.565, -1502.0]","[10.046, -87.1801, -1302.0]","[8.29031, -73.7933, -1102.0]","[7.10217, -64.432, -962.0]","[7.08935, -64.1198, -957.5]","[5.96498, -55.0808, -822.0]","[5.93054, -54.7952, -817.5]","[5.03179, -47.0471, -702.0]","[4.97651, -46.7519, -697.5]","[4.21701, -40.1014, -598.0]","[4.25737, -40.3936, -602.0]","[4.19761, -40.0806, -597.5]",,,,,,,
233,3.6029800323324314e+17,"[3.43524, -91.7631, -1502.0]","[1.65956, -79.284, -1298.0]","[1.71983, -79.5258, -1302.0]","[0.215829, -67.0392, -1098.0]","[0.205005, -67.2882, -1102.0]","[-0.613135, -58.454, -958.0]","[-0.569989, -58.7155, -962.0]","[-1.18846, -49.8322, -818.0]","[-1.14989, -50.0727, -822.0]","[-1.4621, -42.4756, -698.0]","[-1.47877, -42.7074, -702.0]","[-1.55782, -36.5815, -602.5]","[-1.5792, -36.3162, -598.0]","[-1.56109, -36.5633, -602.0]",,,,,
234,1.2610759279457075e+17,"[12.2365, -98.6158, -1502.0]","[10.0156, -85.5192, -1302.0]","[7.97878, -72.384, -1102.0]","[6.65616, -63.2258, -962.0]","[6.64147, -62.8968, -957.5]","[5.4295, -54.0124, -822.0]","[5.38714, -53.7108, -817.5]","[4.3896, -45.8702, -698.0]","[4.40845, -46.137, -702.0]","[4.39982, -45.8491, -697.5]","[3.6044, -39.278, -598.0]","[3.63845, -39.5395, -602.0]","[3.64135, -39.2629, -597.5]",,,,,,
235,3.7380811492058726e+17,"[7.71822, -70.9851, -1502.0]","[7.48407, -61.6372, -1302.0]","[7.47081, -61.425, -1297.5]","[6.99627, -52.2528, -1102.0]","[6.96009, -52.0155, -1097.5]","[6.52535, -45.6318, -962.0]","[6.50355, -45.4019, -957.5]","[5.95412, -39.011, -822.0]","[5.89094, -38.7807, -817.5]","[5.2463, -33.0729, -698.0]","[5.30191, -33.273, -702.0]","[5.24533, -33.093, -697.5]",,,,,,,
236,1.621348092655698e+17,"[10.9944, -94.1314, -1502.0]","[10.0016, -81.5169, -1302.0]","[8.90959, -68.9165, -1102.0]","[8.89921, -68.6599, -1097.5]","[8.01732, -60.1282, -962.0]","[8.01766, -59.8475, -957.5]","[7.0752, -51.3438, -822.0]","[7.03878, -51.0582, -817.5]","[6.2303, -43.7947, -702.0]","[6.15432, -43.5189, -697.5]","[5.41376, -37.3179, -598.0]","[5.43829, -37.555, -602.0]",,,,,,,
237,4.774049251233628e+17,"[8.61827, -86.8823, -1502.0]","[5.75132, -76.3309, -1302.0]","[2.96626, -65.5776, -1098.0]","[2.99691, -65.8008, -1102.0]","[1.11252, -58.1948, -958.0]","[1.16144, -58.4108, -962.0]","[-0.66092, -50.7765, -818.0]","[-0.626247, -50.9907, -822.0]",,,,,,,,,,,
238,4.188351089428398e+17,"[8.22627, -79.3523, -1502.0]","[7.55052, -68.8542, -1302.0]","[6.77066, -58.3079, -1102.0]","[6.76703, -58.0652, -1097.5]","[6.19251, -50.9619, -962.0]","[6.13137, -50.7055, -957.5]","[5.51026, -43.5676, -822.0]","[5.49211, -43.3307, -817.5]","[4.83326, -37.0465, -698.0]","[4.8652, -37.2832, -702.0]","[4.85611, -37.0405, -697.5]","[4.29221, -31.813, -598.0]","[4.30204, -32.0394, -602.0]","[4.26042, -31.7749, -597.5]",,,,,
239,5.134144806888407e+17,"[7.42952, -76.8759, -1502.0]","[5.20484, -66.4524, -1302.0]","[3.30054, -55.8844, -1098.0]","[3.33649, -56.0955, -1102.0]","[2.17068, -48.5732, -958.0]","[2.21004, -48.7926, -962.0]","[1.28123, -41.3938, -818.0]","[1.32188, -41.3817, -817.5]","[0.707115, -35.3058, -698.0]","[0.711055, -35.4817, -702.0]","[0.730216, -35.2761, -697.5]","[0.359289, -30.3748, -602.0]",,,,,,,
240,2.83730487376085e+17,"[15.4262, -90.5389, -1502.0]","[15.3747, -90.2776, -1497.5]","[12.9219, -78.4749, -1302.0]","[12.8811, -78.1776, -1297.5]","[10.5685, -66.4162, -1102.0]","[10.5141, -66.1321, -1097.5]","[9.00048, -57.9631, -962.0]","[8.99426, -57.7041, -957.5]","[7.48362, -49.5233, -822.0]","[7.43253, -49.2713, -817.5]","[6.26496, -42.3233, -702.0]","[6.21499, -42.0581, -697.5]","[5.26162, -36.0646, -598.0]","[5.28986, -36.3063, -602.0]","[5.23437, -36.0459, -597.5]",,,,
241,4.548705717510472e+17,"[9.32575, -73.567, -1502.0]","[9.30854, -73.3634, -1497.5]","[8.54679, -63.6694, -1302.0]","[8.51773, -63.4298, -1297.5]","[7.62272, -53.8398, -1102.0]","[7.5942, -53.5859, -1097.5]","[6.8805, -46.958, -962.0]","[6.82005, -46.7202, -957.5]","[6.08843, -40.0802, -822.0]","[6.05505, -39.8926, -817.5]","[5.32081, -34.038, -698.0]","[5.32595, -34.2157, -702.0]","[5.30958, -34.0031, -697.5]",,,,,,
242,5.85524301529088e+16,"[9.27073, -115.536, -1498.0]","[9.26788, -115.84, -1502.0]","[9.88568, -100.437, -1302.0]","[9.92258, -84.9741, -1102.0]","[9.67337, -74.1603, -962.0]","[9.62119, -73.8089, -957.5]","[9.11184, -63.2018, -822.0]","[9.07098, -62.8442, -817.5]","[8.42467, -53.8331, -702.0]","[8.39262, -53.4846, -697.5]","[7.66609, -46.1063, -602.0]","[7.61365, -45.7421, -597.5]",,,,,,,
243,6.53025038345175e+17,"[7.06887, -132.868, -1498.0]","[4.64706, -115.13, -1298.0]","[2.75098, -97.726, -1102.0]","[1.56715, -84.9191, -958.0]","[1.57184, -85.2927, -962.0]","[0.69211, -72.4584, -818.0]","[0.69119, -72.8285, -822.0]","[0.0927983, -61.6805, -698.0]","[0.143487, -62.0456, -702.0]","[-0.215372, -52.7626, -598.0]","[-0.209311, -53.102, -602.0]","[34.2938, -262.393, -2948.5]",,,,,,,
244,7.836269536377569e+17,"[13.6439, -136.506, -1498.0]","[13.6648, -136.865, -1502.0]","[12.5473, -118.2, -1298.0]","[12.5753, -118.559, -1302.0]","[11.2725, -100.215, -1102.0]","[10.2124, -87.3826, -962.0]","[9.00642, -74.6077, -822.0]","[7.94353, -63.6515, -702.0]","[7.90414, -63.23, -697.5]","[6.97497, -54.5312, -602.0]","[6.90232, -54.1309, -597.5]","[15.92, -268.2, -2945.5]","[15.88, -268.17, -2948.5]",,,,,,
245,7.476047536885596e+17,"[22.4669, -155.45, -1502.0]","[16.3928, -135.431, -1302.0]","[11.2209, -114.808, -1098.0]","[11.3011, -115.215, -1102.0]","[8.26784, -100.911, -962.0]","[5.58065, -86.5222, -822.0]","[3.69533, -74.0378, -702.0]","[2.32363, -63.199, -598.0]","[2.37346, -63.6146, -602.0]","[0.0912763, -31.9904, -300.895]","[85.35, -297.332, -2945.5]","[65.2677, -257.694, -2545.5]",,,,,,,
246,6.665343941182751e+17,"[16.5931, -135.419, -1502.0]","[13.2514, -117.19, -1298.0]","[13.3423, -117.543, -1302.0]","[10.3684, -99.562, -1102.0]","[8.47115, -86.9248, -962.0]","[6.77348, -74.2756, -822.0]","[5.46735, -63.4152, -702.0]","[4.45465, -54.3712, -602.0]","[4.3907, -53.95, -597.5]","[48.9153, -265.517, -2948.5]","[48.8945, -265.275, -2945.5]",,,,,,,,
247,5.4944650752321126e+17,"[24.3272, -125.72, -1502.0]","[24.3367, -125.355, -1498.0]","[24.5396, -108.376, -1298.0]","[23.7581, -91.3561, -1097.5]","[22.5694, -79.5511, -957.5]","[20.8696, -67.7588, -817.5]","[20.9201, -68.2094, -822.5]","[19.0095, -57.6551, -697.5]","[19.1038, -58.0757, -702.5]","[17.1986, -49.2554, -597.5]","[17.2967, -49.6627, -602.5]",,,,,,,,
248,3.0624614905072845e+17,"[14.1442, -115.33, -1502.0]","[10.8473, -99.91, -1302.0]","[7.97106, -84.3941, -1102.0]","[6.16603, -73.5673, -962.0]","[4.51246, -62.753, -822.0]","[3.20912, -53.2223, -698.0]","[3.23317, -53.5082, -702.0]","[2.26388, -45.4772, -598.0]","[2.29399, -45.7956, -602.0]",,,,,,,,,,
249,1.8465967935009587e+17,"[17.9497, -174.945, -1502.0]","[18.2313, -151.506, -1302.0]","[17.7221, -127.95, -1102.0]","[16.8341, -111.451, -962.0]","[15.5242, -94.9716, -822.0]","[15.4507, -94.4496, -817.5]","[14.0089, -80.8156, -702.0]","[13.9537, -80.2891, -697.5]","[12.6335, -69.0748, -602.0]","[12.5722, -68.5379, -597.5]","[6.69062, -31.4908, -281.943]","[6.59866, -30.9985, -277.713]","[-1.2, -340.2, -2945.5]","[6.32, -295.8, -2545.5]","[12.48, -250.2, -2145.5]","[12.4792, -250.445, -2148.5]",,,
250,1.981671109778473e+17,"[22.8128, -123.187, -1502.0]","[22.8025, -122.841, -1498.0]","[22.1976, -106.471, -1302.0]","[22.1607, -106.124, -1298.0]","[20.6969, -89.3143, -1097.5]","[19.2935, -77.6857, -957.5]","[17.6517, -66.1353, -817.5]","[15.9188, -56.273, -697.5]","[15.9855, -56.6884, -702.5]","[14.2503, -48.1121, -597.5]","[14.3233, -48.4944, -602.5]",,,,,,,,
251,1.3061840796699853e+17,"[23.1369, -119.357, -1502.0]","[23.0971, -119.059, -1498.0]","[19.1811, -103.666, -1302.0]","[19.1447, -103.346, -1298.0]","[15.4308, -87.5126, -1097.5]","[13.089, -76.7739, -962.0]","[12.975, -76.427, -957.5]","[10.8146, -65.7197, -822.0]","[10.7354, -65.3848, -817.5]","[8.91439, -55.8721, -697.5]","[7.53801, -48.3025, -602.0]","[7.47418, -47.9456, -597.5]",,,,,,,
252,4.188395069893509e+17,"[22.8938, -119.787, -1502.0]","[22.8823, -119.456, -1498.0]","[21.125, -103.849, -1302.0]","[21.0872, -103.525, -1298.0]","[18.9338, -87.5393, -1097.5]","[17.2313, -76.3784, -957.5]","[15.3195, -65.2024, -817.5]","[13.4608, -55.5326, -697.5]","[11.9193, -47.8915, -602.0]","[11.8484, -47.5317, -597.5]","[11.9218, -47.923, -602.5]",,,,,,,,
253,4.909008118790226e+17,"[21.1096, -106.634, -1502.0]","[18.4764, -92.0596, -1297.5]","[15.8278, -77.8145, -1097.5]","[13.9017, -67.8642, -957.5]","[12.0305, -58.2269, -822.0]","[11.9714, -57.8963, -817.5]","[10.3544, -49.6751, -702.0]","[10.2806, -49.3543, -697.5]","[8.93872, -42.5211, -602.0]","[8.87603, -42.2188, -597.5]","[8.942, -42.5582, -602.5]",,,,,,,,
254,1.576382877443031e+17,"[18.9685, -57.9126, -1497.5]","[19.0114, -58.1139, -1502.5]","[16.556, -50.2195, -1297.5]","[16.6261, -50.3955, -1302.5]","[14.1434, -42.5264, -1097.5]","[14.2043, -42.7196, -1102.5]","[12.4413, -37.1502, -957.5]","[12.5039, -37.308, -962.5]","[10.6775, -31.731, -817.5]","[10.7671, -31.9389, -822.5]","[10.6975, -31.763, -818.0]",,,,,,,,
255,3.1525547860924826e+17,"[18.7309, -65.49, -1497.5]","[18.7992, -65.7024, -1502.5]","[16.0333, -56.824, -1297.5]","[16.1358, -57.0512, -1302.5]","[13.4816, -48.1231, -1097.5]","[13.502, -48.3409, -1102.5]","[11.7246, -42.2322, -962.0]","[11.6574, -42.0241, -957.5]","[11.7378, -42.2525, -962.5]","[9.98861, -36.1057, -822.0]","[9.93051, -35.9019, -817.5]","[9.97143, -36.1589, -822.5]","[8.47274, -30.8648, -702.0]","[8.41833, -30.6741, -697.5]","[8.43995, -30.8937, -702.5]",,,,
256,9013865043984384.0,"[16.5376, -58.4963, -1497.5]","[16.5972, -58.6877, -1502.5]","[14.5363, -50.5887, -1297.5]","[14.5815, -50.8162, -1302.5]","[12.4864, -42.6928, -1097.5]","[12.5442, -42.8927, -1102.5]","[10.9538, -37.1655, -957.5]","[11.0168, -37.376, -962.5]","[9.43184, -31.683, -817.5]","[9.48938, -31.8593, -822.5]",,,,,,,,,
257,9.45778599175127e+16,"[24.0413, -95.1061, -1497.5]","[20.7124, -82.3109, -1297.5]","[17.3966, -69.5705, -1097.5]","[15.0972, -60.6354, -957.5]","[12.7979, -51.7006, -817.5]","[12.8689, -52.0387, -822.5]","[10.9373, -44.3357, -702.0]","[10.8622, -44.0662, -697.5]","[10.9401, -44.3771, -702.5]","[9.33231, -37.9629, -602.0]","[9.33227, -38.0129, -602.5]",,,,,,,,
258,4.9089998724530176e+17,"[20.1832, -53.9766, -1497.5]","[20.2789, -54.1185, -1502.5]","[17.1202, -46.7867, -1297.5]","[17.2159, -46.9852, -1302.5]","[14.2339, -39.7858, -1102.5]","[12.129, -34.5642, -957.5]","[12.2035, -34.7535, -962.5]","[12.1302, -34.5795, -958.0]","[10.1522, -29.5432, -817.5]","[10.2294, -29.7263, -822.5]","[10.1775, -29.5748, -818.0]",,,,,,,,
259,1.306118796167086e+17,"[21.2927, -98.8643, -1497.5]","[18.6949, -85.6877, -1297.5]","[16.0914, -72.487, -1097.5]","[14.1901, -63.2828, -957.5]","[12.329, -54.3722, -822.0]","[12.2403, -54.0902, -817.5]","[10.6057, -46.4956, -702.0]","[10.5529, -46.2048, -697.5]","[10.643, -46.5342, -702.5]","[9.1836, -39.8971, -602.0]","[9.1271, -39.6235, -597.5]","[9.21428, -39.9492, -602.5]",,,,,,,
260,5.0440604448351846e+17,"[27.2504, -84.27, -1497.5]","[27.3633, -84.5488, -1502.5]","[23.326, -73.0641, -1297.5]","[23.4219, -73.3347, -1302.5]","[19.547, -61.8213, -1097.5]","[19.6256, -62.0793, -1102.5]","[16.8754, -53.906, -957.5]","[17.009, -54.1944, -962.5]","[14.3123, -46.0146, -817.5]","[14.399, -46.3254, -822.5]","[12.1233, -39.2527, -697.5]","[12.2254, -39.5543, -702.5]","[10.3096, -33.6256, -597.5]","[10.3966, -33.9189, -602.5]",,,,,
261,2.9274105388518605e+17,"[14.0982, -62.8999, -1497.5]","[11.1958, -54.6306, -1302.0]","[11.1483, -54.4681, -1297.5]","[8.56773, -46.0917, -1102.0]","[8.52566, -45.8998, -1097.5]","[6.99797, -40.1661, -962.0]","[6.9485, -39.973, -957.5]","[5.51578, -34.1098, -818.0]","[5.52975, -34.2561, -822.0]","[5.4817, -34.0775, -817.5]",,,,,,,,,
262,2.477016216376443e+17,"[20.7915, -93.5637, -1497.5]","[18.4891, -80.9752, -1297.5]","[16.0342, -68.3935, -1097.5]","[14.2261, -59.5771, -957.5]","[12.3715, -51.0891, -822.0]","[12.3183, -50.7741, -817.5]","[12.3799, -51.1193, -822.5]","[10.724, -43.5375, -702.0]","[10.6652, -43.2458, -697.5]","[10.7176, -43.5785, -702.5]","[9.32478, -37.23, -602.0]","[9.25901, -36.9602, -597.5]","[9.35113, -37.2745, -602.5]",,,,,,
263,4.503624366382121e+17,"[13.0917, -54.6378, -1497.5]","[11.5325, -47.4383, -1302.0]","[11.5266, -47.2619, -1297.5]","[11.5597, -47.4406, -1302.5]","[9.94863, -40.0586, -1102.0]","[9.91281, -39.8976, -1097.5]","[9.91929, -40.0833, -1102.5]","[8.75267, -34.9052, -962.0]","[8.72105, -34.7194, -957.5]","[8.74887, -34.9059, -962.5]","[7.57882, -29.7028, -822.0]","[7.52823, -29.5368, -817.5]","[7.57845, -29.7284, -822.5]",,,,,,
264,1.621464915766149e+17,"[19.843, -61.9835, -1497.5]","[19.9361, -62.1755, -1502.5]","[16.7643, -53.8718, -1297.5]","[16.8521, -54.0767, -1302.5]","[13.5753, -45.7288, -1097.5]","[13.6541, -45.9642, -1102.5]","[11.3708, -40.2852, -962.0]","[11.2951, -40.0864, -957.5]","[11.3642, -40.3052, -962.5]","[9.02649, -34.7144, -822.0]","[8.93079, -34.5221, -817.5]","[9.0507, -34.72, -822.5]","[6.99761, -29.9652, -702.0]","[6.91549, -29.7689, -697.5]","[6.97793, -29.9772, -702.5]",,,,
265,2.5221491071123456e+17,"[14.8915, -79.6976, -1497.5]","[11.899, -69.3019, -1302.0]","[11.8259, -69.0702, -1297.5]","[9.10329, -58.6321, -1102.0]","[9.0546, -58.3838, -1097.5]","[7.30708, -51.1037, -962.0]","[7.25561, -50.8904, -957.5]","[5.76832, -43.6601, -822.0]","[5.71595, -43.4064, -817.5]","[4.62946, -37.0869, -698.0]","[4.66705, -37.3145, -702.0]","[4.60483, -37.0648, -697.5]","[3.74391, -31.7698, -598.0]","[3.79476, -31.9664, -602.0]","[3.73505, -31.7284, -597.5]",,,,
266,7.881354323479757e+17,"[13.9234, -46.108, -1497.5]","[14.0111, -46.3035, -1502.5]","[10.7751, -37.4924, -1297.5]","[10.8263, -37.7, -1302.5]",,,,,,,,,,,,,,,
267,4.638869794156708e+17,"[23.6673, -66.5609, -1497.5]","[20.041, -57.8865, -1297.5]","[20.1067, -58.145, -1302.5]","[16.5496, -49.122, -1097.5]","[16.6297, -49.3589, -1102.5]","[14.1998, -42.9757, -957.5]","[14.2889, -43.1851, -962.5]","[11.8954, -36.804, -817.5]","[12.0074, -37.0238, -822.5]","[10.0016, -31.486, -697.5]","[10.0652, -31.6817, -702.5]","[10.0025, -31.4901, -698.0]",,,,,,,
268,4.7741241554632704e+17,"[15.6788, -55.3472, -1497.5]","[15.7183, -55.5205, -1502.5]","[13.5394, -47.9356, -1297.5]","[13.576, -48.1275, -1302.5]","[11.4559, -40.7299, -1102.0]","[11.4133, -40.5787, -1097.5]","[11.4338, -40.7346, -1102.5]","[9.94448, -35.545, -962.0]","[9.90956, -35.3863, -957.5]","[9.94316, -35.568, -962.5]","[8.48656, -30.4032, -822.0]","[8.41896, -30.2484, -817.5]","[8.49872, -30.3823, -822.5]",,,,,,
269,1.0810226525601792e+17,"[15.2586, -67.7331, -1497.5]","[14.112, -58.6736, -1297.5]","[12.5064, -49.6298, -1097.5]","[12.5499, -49.8312, -1102.5]","[11.2646, -43.3968, -962.0]","[11.2131, -43.1721, -957.5]","[11.297, -43.4093, -962.5]","[9.90969, -37.0147, -822.0]","[9.84142, -36.8159, -817.5]","[9.90546, -37.0448, -822.5]","[8.7295, -31.5781, -702.0]","[8.68315, -31.3488, -697.5]","[8.72525, -31.5824, -702.5]",,,,,,
270,5.85469394667176e+17,"[24.0684, -98.8597, -1497.5]","[19.8668, -85.8569, -1297.5]","[16.0112, -72.7955, -1097.5]","[13.5003, -63.6219, -957.5]","[11.1503, -54.6906, -822.0]","[11.0829, -54.4095, -817.5]","[9.17341, -46.7776, -702.0]","[9.07904, -46.4913, -697.5]","[7.60146, -40.1869, -602.0]","[7.49605, -39.8977, -597.5]","[7.58539, -40.1977, -602.5]",,,,,,,,
271,5.584534319000453e+17,"[43.8178, -159.768, -1498.0]","[41.2711, -138.476, -1302.0]","[37.6725, -116.726, -1102.0]","[34.6296, -101.669, -962.0]","[31.0438, -86.6401, -822.5]","[27.5474, -73.7568, -702.5]","[24.3231, -63.0981, -602.5]","[12.5692, -29.4355, -286.241]","[13.1985, -31.0296, -301.436]",,,,,,,,,,
272,4.773848590361559e+17,"[27.8031, -110.677, -1498.0]","[23.6842, -95.9746, -1297.5]","[19.6688, -81.2962, -1097.5]","[16.9228, -71.0241, -957.5]","[14.2935, -60.7145, -817.5]","[12.1088, -52.2115, -702.0]","[12.0199, -51.887, -697.5]","[10.2739, -44.829, -602.0]","[10.1943, -44.4971, -597.5]","[10.2771, -44.8668, -602.5]",,,,,,,,,
273,1.441177306964951e+17,"[31.5773, -117.989, -1498.0]","[31.605, -118.29, -1502.0]","[29.5561, -101.533, -1298.0]","[29.5802, -101.865, -1302.0]","[26.789, -85.1328, -1097.5]","[26.8519, -85.5354, -1102.5]","[24.4382, -73.8417, -957.5]","[24.5625, -74.2593, -962.5]","[21.8659, -62.6988, -817.5]","[21.9442, -63.1038, -822.5]","[19.3428, -53.2603, -697.5]","[19.4447, -53.6725, -702.5]","[16.964, -45.4937, -597.5]","[17.0841, -45.883, -602.5]",,,,,
274,6.89058508288557e+17,"[27.2679, -69.6848, -1502.5]","[24.42, -60.1964, -1302.5]","[21.2782, -50.7821, -1102.5]","[21.2294, -50.5762, -1098.0]","[18.8537, -43.9409, -957.5]","[18.9323, -44.2041, -962.5]","[18.88, -43.9674, -958.0]","[16.4121, -37.4117, -817.5]","[16.4836, -37.639, -822.5]","[16.4028, -37.4369, -818.0]","[14.1936, -31.8124, -697.5]","[14.2727, -32.0403, -702.5]","[14.1934, -31.8218, -698.0]",,,,,,
275,4.638744037514281e+17,"[41.679, -89.9735, -1502.5]","[36.0968, -78.0648, -1302.5]","[30.5071, -66.138, -1102.5]","[26.6073, -57.7683, -962.5]","[26.4802, -57.5181, -958.0]","[22.6663, -49.4297, -822.5]","[22.5849, -49.1518, -818.0]","[19.3705, -42.257, -702.5]","[19.2399, -41.9709, -698.0]","[16.4288, -35.9821, -597.5]","[16.5748, -36.2915, -602.5]","[16.4677, -36.0117, -598.0]",,,,,,,
276,4.7738458415824896e+17,"[32.8478, -64.8641, -1502.5]","[32.7527, -64.6916, -1498.0]","[28.3354, -56.3219, -1302.5]","[28.2517, -56.1027, -1298.0]","[23.9153, -47.7415, -1102.5]","[20.8241, -41.7158, -962.5]","[20.7223, -41.519, -958.0]","[17.7328, -35.6901, -822.5]","[17.6217, -35.5024, -818.0]","[15.0098, -30.286, -697.5]","[15.0999, -30.5095, -702.5]","[15.017, -30.3035, -698.0]",,,,,,,
277,1.98166148905173e+17,"[32.0908, -64.0817, -1502.5]","[31.9714, -63.8951, -1498.0]","[27.6891, -55.6763, -1302.5]","[27.5683, -55.4659, -1298.0]","[23.3337, -47.2518, -1102.5]","[23.2276, -47.0427, -1098.0]","[20.3316, -41.3109, -962.5]","[20.1872, -41.1244, -958.0]","[17.2835, -35.3891, -822.5]","[17.2161, -35.2233, -818.0]","[14.6525, -30.0825, -697.5]","[14.7398, -30.2934, -702.5]","[14.6739, -30.1179, -698.0]",,,,,,
278,7.02569444609622e+17,"[38.8884, -83.3671, -1502.5]","[31.9857, -70.8834, -1302.5]","[25.624, -58.2687, -1102.5]","[21.4051, -49.3901, -962.5]","[21.2649, -49.1031, -958.0]","[17.3264, -40.1425, -817.5]","[17.4938, -40.47, -822.5]","[17.3608, -40.1484, -818.0]","[14.2591, -32.2994, -697.5]","[14.2711, -32.3313, -698.0]",,,,,,,,,
279,3.1526138848424755e+17,"[34.5483, -93.1407, -1502.5]","[30.4781, -80.7014, -1302.5]","[26.2215, -68.3345, -1102.5]","[23.1567, -59.6288, -962.5]","[19.9942, -50.9487, -822.5]","[17.1767, -43.1668, -697.5]","[17.2824, -43.4872, -702.5]","[17.1754, -43.1952, -698.0]","[14.8615, -36.9503, -597.5]","[14.9733, -37.2593, -602.5]","[14.8863, -36.9808, -598.0]",,,,,,,,
280,2.92734044498559e+17,"[24.7454, -60.8513, -1502.5]","[21.6867, -52.683, -1302.5]","[18.4323, -44.3272, -1097.5]","[18.5134, -44.4994, -1102.5]","[18.4405, -44.3027, -1098.0]","[16.1754, -38.5677, -957.5]","[16.2595, -38.7966, -962.5]","[16.191, -38.6222, -958.0]","[13.8821, -32.8706, -817.5]","[13.9859, -33.0463, -822.5]","[13.9121, -32.8938, -818.0]","[11.9821, -28.2088, -702.5]","[11.9035, -27.9893, -698.0]",,,,,,
281,1.6214862188039373e+17,"[35.785, -93.644, -1502.5]","[28.7111, -80.0939, -1302.5]","[21.8528, -66.071, -1097.5]","[22.0214, -66.426, -1102.5]","[17.3815, -56.4425, -957.5]","[17.5393, -56.7811, -962.5]","[13.1402, -46.701, -817.5]","[13.2841, -47.0308, -822.5]","[9.83388, -38.6006, -702.0]","[9.68162, -38.2921, -697.5]","[9.81841, -38.6639, -702.5]","[7.12775, -31.6188, -602.0]","[7.02427, -31.2929, -597.5]","[7.18643, -31.6565, -602.5]",,,,,
282,7.025692384511918e+17,"[27.6803, -51.6046, -1502.5]","[27.6381, -51.4649, -1498.0]","[24.4311, -44.5445, -1302.5]","[24.3789, -44.424, -1298.0]","[21.0754, -37.4881, -1102.5]","[20.9758, -37.3394, -1098.0]","[21.0621, -37.4792, -1102.0]","[18.6677, -32.5901, -962.5]","[18.5565, -32.4346, -958.0]","[18.6547, -32.5818, -962.0]","[16.1211, -27.7487, -822.5]","[16.0414, -27.5647, -818.0]","[16.0967, -27.739, -822.0]",,,,,,
283,1.4411972356132045e+17,"[39.0952, -98.6294, -1502.0]","[39.0187, -98.3338, -1498.0]","[34.1354, -84.566, -1302.5]","[28.9529, -70.4864, -1102.5]","[25.1004, -60.6629, -962.5]","[21.0934, -50.8587, -822.5]","[17.4086, -42.2053, -697.5]","[17.5853, -42.5201, -702.5]","[17.4486, -42.2057, -698.0]","[14.4244, -35.3436, -597.5]","[14.5813, -35.6597, -602.5]","[14.43, -35.3659, -598.0]",,,,,,,
284,3.332696022408233e+17,"[43.3261, -109.994, -1502.0]","[43.2175, -109.7, -1498.0]","[34.4898, -80.4567, -1102.5]","[30.9901, -70.1784, -962.5]","[27.2589, -59.9947, -822.5]","[27.1149, -59.7021, -818.0]","[23.8919, -51.3434, -702.5]","[23.7311, -51.0223, -698.0]","[20.9675, -44.1526, -602.5]","[20.8424, -43.8204, -598.0]",,,,,,,,,
285,6.350262391569121e+17,"[39.6876, -116.288, -1502.0]","[32.9355, -101.334, -1302.0]","[26.5192, -85.9365, -1097.5]","[26.6789, -86.2935, -1102.5]","[22.2624, -75.2737, -957.5]","[22.4262, -75.6346, -962.5]","[18.3224, -64.4311, -817.5]","[18.4302, -64.8115, -822.5]","[15.1007, -55.0811, -697.5]","[15.2164, -55.4848, -702.5]","[12.5675, -47.1855, -597.5]","[12.6988, -47.5776, -602.5]","[99.0826, -223.809, -2948.5]","[98.8732, -223.611, -2945.5]",,,,,
286,6.485199956087931e+17,"[50.403, -145.741, -1502.0]","[44.4102, -126.287, -1302.0]","[38.2105, -106.846, -1102.0]","[38.0706, -106.461, -1098.0]","[33.7777, -93.2773, -962.5]","[29.2009, -79.7084, -822.5]","[25.2011, -68.0923, -702.5]","[21.6449, -57.9228, -597.5]","[21.7915, -58.4236, -602.5]","[11.3826, -29.8504, -306.417]","[88.9444, -286.242, -2948.5]","[78.9337, -247.744, -2548.5]",,,,,,,
287,2.5220893211675853e+17,"[59.8738, -153.702, -1502.0]","[59.7267, -153.279, -1498.0]","[53.0331, -132.819, -1302.0]","[52.9174, -132.411, -1298.0]","[45.853, -112.026, -1102.0]","[45.703, -111.616, -1098.0]","[40.6232, -97.524, -962.0]","[40.4524, -97.1245, -958.0]","[35.2154, -83.1229, -822.5]","[30.4307, -70.7878, -702.5]","[26.2821, -60.5108, -602.5]","[13.1761, -29.2233, -297.463]","[13.7404, -30.5456, -310.406]","[100.131, -303.879, -2948.5]","[90.1268, -262.825, -2548.5]",,,,
288,2.6121468826248806e+17,"[41.5934, -128.582, -1502.0]","[34.7492, -111.383, -1298.0]","[34.8893, -111.726, -1302.0]","[28.3248, -94.3142, -1097.5]","[24.114, -82.3434, -957.5]","[20.0441, -70.3175, -817.5]","[16.6849, -59.9667, -697.5]","[16.8272, -60.419, -702.5]","[14.0092, -51.3915, -597.5]","[14.1325, -51.8228, -602.5]","[99.097, -249.344, -2948.5]",,,,,,,,
