,particle_id,hit num1,hit num2,hit num3,hit num4,hit num5,hit num6,hit num7,hit num8,hit num9,hit num10,hit num11,hit num12,hit num13,hit num14,hit num15,hit num16,hit num17,hit num18,hit num19
1687,8.602014101620654e+17,"[130.931, 87.7202, -822.0]","[110.784, 76.2825, -702.0]","[94.2231, 66.4534, -602.0]","[25.2006, 19.7245, -169.091]","[58.0139, 43.1722, -378.379]","[506.188, 217.744, -2945.5]","[437.463, 198.694, -2551.5]","[366.979, 179.88, -2154.5]","[302.74, 160.838, -1795.5]","[248.636, 141.749, -1495.5]",,,,,,,,,
1688,2.2067761869173555e+17,"[131.875, 112.66, -818.0]","[114.114, 94.532, -698.0]","[98.9036, 79.8863, -598.0]","[26.2033, 18.6018, -146.541]","[58.1707, 43.7006, -339.611]","[368.139, 489.127, -2948.5]","[329.725, 418.114, -2554.5]","[291.22, 343.524, -2151.5]","[255.396, 278.358, -1798.5]","[221.547, 224.196, -1495.5]","[186.735, 176.285, -1215.5]",,,,,,,,
1689,9.009996137444147e+16,"[111.196, 102.897, -818.0]","[111.795, 103.345, -822.0]","[93.7325, 90.1019, -702.0]","[79.0746, 78.615, -602.0]","[21.7871, 24.95, -176.572]","[49.7439, 52.8885, -390.992]","[467.174, 249.149, -2954.5]","[402.187, 227.811, -2554.5]","[334.132, 207.062, -2154.5]","[332.989, 206.847, -2145.5]","[272.993, 186.929, -1798.5]","[221.39, 165.816, -1498.5]",,,,,,,
1690,7.476108010025124e+17,"[124.235, 106.251, -818.0]","[105.332, 91.2685, -698.0]","[89.7294, 78.5723, -598.0]","[90.3383, 79.0945, -602.0]","[23.5095, 21.6178, -164.834]","[25.3137, 23.2506, -176.854]","[53.0287, 47.757, -360.163]","[478.265, 342.783, -2945.5]","[412.164, 300.784, -2551.5]","[343.815, 258.173, -2151.5]","[284.127, 220.202, -1798.5]","[234.136, 186.875, -1498.5]","[188.47, 154.772, -1218.5]",,,,,,
1691,4507860234928128.0,"[116.175, 121.089, -822.0]","[100.009, 103.085, -702.0]","[86.3952, 88.1983, -602.0]","[22.8892, 22.3123, -149.087]","[24.3248, 23.7271, -159.083]","[51.83, 51.6175, -353.09]","[50.7608, 50.5153, -345.472]","[240.906, 273.285, -1798.5]","[204.116, 225.832, -1498.5]","[167.951, 181.331, -1215.5]","[168.598, 182.01, -1218.5]",,,,,,,,
1692,7.160781819074314e+17,"[109.703, 125.732, -818.0]","[92.7404, 107.965, -698.0]","[78.7635, 93.0121, -598.0]","[20.4371, 25.6006, -162.797]","[45.4997, 55.4745, -353.216]",,,,,,,,,,,,,,
1693,5.764740151624335e+17,"[102.902, 117.542, -818.0]","[88.646, 100.49, -702.0]","[88.1731, 99.8824, -698.0]","[76.2699, 85.8512, -602.0]","[75.7727, 85.2623, -598.0]","[21.6616, 23.6866, -171.549]","[22.5131, 24.6002, -178.061]","[48.4339, 53.6867, -380.763]","[348.18, 441.98, -2948.5]","[303.279, 381.029, -2551.5]","[303.967, 381.95, -2554.5]","[258.689, 319.488, -2151.5]","[218.723, 265.269, -1798.5]","[183.905, 219.293, -1498.5]",,,,,
1694,5.809866170412564e+17,"[32.2203, 51.1912, -822.0]","[27.5229, 43.427, -698.0]","[27.687, 43.6978, -702.0]","[23.7214, 37.2052, -598.0]","[23.8552, 37.4448, -602.0]","[23.7052, 37.1737, -597.5]",,,,,,,,,,,,,
1695,8.602080759513088e+17,"[87.3613, 130.496, -822.0]","[78.7295, 108.959, -702.0]","[70.2509, 90.8221, -598.0]","[70.5956, 91.511, -602.0]","[22.9837, 22.2064, -166.775]","[24.3552, 23.7125, -177.231]","[48.1922, 53.834, -375.323]","[73.0452, 444.241, -2554.5]","[92.055, 377.136, -2148.5]","[104.84, 313.658, -1795.5]","[109.382, 258.618, -1498.5]","[109.03, 257.222, -1495.5]",,,,,,,
1696,8.016439635041403e+17,"[93.2278, 122.194, -822.0]","[252.676, 79.6674, -788.6]","[246.62, 79.7744, -789.8]","[345.456, 91.8786, -770.8]","[476.286, 157.774, -744.4]","[471.114, 153.555, -745.6]","[578.23, 308.963, -713.2]",,,,,,,,,,,,
1697,5.8098022612992e+17,"[94.8565, 144.799, -822.0]","[83.1869, 122.544, -702.0]","[72.918, 104.28, -602.0]","[20.4962, 25.5721, -149.4]","[43.4657, 57.2936, -336.552]","[210.397, 569.421, -2945.5]","[194.647, 492.393, -2554.5]","[179.992, 411.439, -2154.5]","[164.598, 339.209, -1798.5]","[148.092, 278.119, -1498.5]","[128.361, 220.786, -1215.5]","[128.582, 221.447, -1218.5]",,,,,,,
1698,8.286661797268685e+17,"[75.75, 133.634, -818.0]","[61.5834, 116.061, -698.0]","[50.4862, 100.864, -598.0]","[50.9075, 101.492, -602.0]","[10.9867, 30.1545, -173.908]","[11.4789, 31.3377, -180.603]","[28.0609, 65.3868, -377.625]","[412.477, 319.006, -2951.5]","[350.226, 294.527, -2554.5]","[281.043, 269.55, -2145.5]","[222.091, 243.645, -1798.5]","[172.709, 216.156, -1498.5]",,,,,,,
1699,2.7922647543185408e+17,"[39.7886, 93.1185, -817.5]","[34.2167, 79.2746, -697.5]","[29.5008, 67.7589, -597.5]","[12.826, 28.7186, -256.132]","[13.7127, 30.7158, -273.696]",,,,,,,,,,,,,,
1700,8.421778032427008e+17,"[69.7436, 159.378, -822.0]","[56.5787, 137.732, -702.0]","[46.342, 119.252, -602.0]","[45.9187, 118.516, -598.0]","[8.99461, 31.4779, -152.505]","[22.5114, 68.8993, -339.719]","[401.212, 440.245, -2945.5]","[336.226, 396.647, -2551.5]","[267.597, 351.843, -2154.5]","[207.129, 308.3, -1795.5]","[159.754, 267.644, -1495.5]","[119.288, 226.115, -1218.5]",,,,,,,
1701,4.818975983539323e+17,"[65.1899, 153.026, -822.0]","[51.0319, 133.34, -702.0]","[50.5583, 132.673, -698.0]","[39.8401, 115.327, -598.0]","[6.42887, 31.6226, -156.087]","[18.3908, 69.5412, -350.439]","[410.537, 336.891, -2954.5]","[349.193, 315.492, -2554.5]","[280.186, 293.839, -2151.5]","[217.385, 269.524, -1798.5]","[165.112, 241.14, -1495.5]","[119.713, 209.239, -1215.5]","[120.459, 210.084, -1218.5]",,,,,,
1702,6.034866793946808e+17,"[65.8546, 142.276, -822.0]","[52.1555, 124.592, -702.0]","[41.7203, 109.156, -602.0]","[41.3041, 108.524, -598.0]","[6.94909, 31.5932, -160.526]","[20.3886, 68.7289, -365.218]","[270.042, 261.976, -2145.5]","[211.365, 243.246, -1798.5]","[162.464, 221.62, -1498.5]","[162.105, 221.573, -1495.5]",,,,,,,,,
1703,8.106601649935483e+17,"[52.0576, 152.408, -818.0]","[43.4916, 130.312, -698.0]","[36.5584, 111.829, -598.0]","[9.35151, 31.4577, -168.643]","[21.2968, 68.5874, -366.09]","[241.027, 528.813, -2948.5]","[204.028, 460.582, -2554.5]","[165.745, 391.363, -2154.5]","[132.071, 328.01, -1795.5]","[105.721, 275.028, -1495.5]",,,,,,,,,
1704,4511021330857984.0,"[55.736, 150.052, -818.0]","[42.123, 130.747, -698.0]","[31.9118, 113.871, -598.0]","[32.2679, 114.565, -602.0]","[3.37262, 31.795, -154.85]","[12.8437, 69.9041, -356.111]","[13.421, 71.6719, -365.629]","[210.867, 259.329, -1798.5]","[157.421, 236.144, -1495.5]",,,,,,,,,,
1705,1.4863101977008538e+17,"[52.0482, 148.289, -818.0]","[46.2396, 125.924, -698.0]","[41.0795, 108.119, -602.0]","[40.8675, 107.379, -598.0]","[12.8189, 29.2717, -168.364]","[13.6141, 31.2173, -179.249]","[27.0209, 65.7674, -371.189]","[27.6742, 67.594, -381.22]","[82.0243, 549.332, -2945.5]","[81.3766, 477.516, -2554.5]","[81.6338, 402.614, -2154.5]","[79.3636, 334.514, -1798.5]","[74.4526, 277.716, -1498.5]",,,,,,
1706,8.602005855283446e+17,"[32.7641, 155.793, -822.0]","[30.0083, 132.501, -702.0]","[27.3138, 113.183, -602.0]","[9.74729, 31.4354, -172.49]","[19.0887, 68.9314, -370.867]","[-9.95628, 548.431, -2945.5]","[2.88291, 480.795, -2551.5]","[17.404, 409.068, -2151.5]","[28.2323, 342.841, -1795.5]","[34.299, 286.556, -1495.5]",,,,,,,,,
1707,3.963281746417418e+17,"[45.3146, 167.005, -822.0]","[31.9122, 145.382, -702.0]","[22.5244, 126.233, -602.0]","[22.1714, 125.455, -598.0]","[0.208248, 31.9735, -145.857]","[0.345223, 33.9508, -155.152]","[5.45102, 71.8339, -334.63]","[203.645, 290.483, -1795.5]","[149.107, 265.524, -1498.5]","[100.853, 230.673, -1218.5]","[100.438, 230.339, -1215.5]",,,,,,,,
1708,1.0811222958014464e+17,"[3.99232, 30.6531, -818.0]",,,,,,,,,,,,,,,,,,
1709,1.3060603846118605e+17,"[27.0226, 155.537, -818.0]","[22.2755, 133.088, -698.0]","[18.67, 115.086, -602.0]","[18.4993, 114.341, -598.0]","[4.37191, 31.7386, -159.793]","[10.6776, 71.557, -370.566]","[142.099, 546.856, -2948.5]","[118.965, 474.199, -2551.5]","[95.2438, 401.11, -2151.5]","[74.9697, 336.789, -1798.5]","[58.7282, 281.443, -1498.5]",,,,,,,,
1710,1.1710650957325926e+17,"[28.1128, 169.867, -818.0]","[25.3125, 145.087, -698.0]","[22.7179, 125.309, -602.0]","[22.6393, 124.476, -598.0]","[6.8298, 31.6, -144.901]","[14.1684, 70.1989, -333.323]","[14.526, 72.2136, -343.142]","[28.8348, 607.523, -2948.5]","[31.8529, 527.243, -2551.5]","[35.4247, 445.314, -2151.5]","[37.1977, 371.997, -1795.5]","[36.8469, 310.421, -1495.5]","[34.8578, 252.058, -1215.5]",,,,,,
1711,4.819031646315479e+17,"[23.5284, 163.784, -818.0]","[18.7109, 140.106, -698.0]","[14.9855, 120.275, -598.0]","[2.6881, 31.8336, -155.429]","[7.38088, 71.4191, -352.897]","[162.071, 571.32, -2948.5]","[133.321, 496.288, -2551.5]","[103.453, 421.223, -2151.5]","[78.5759, 354.433, -1798.5]","[59.1299, 296.146, -1498.5]","[43.0483, 241.995, -1218.5]","[42.9905, 242.046, -1215.5]",,,,,,,
1712,5.584466973913252e+17,"[4.0113, 153.345, -822.0]","[1.52635, 130.993, -702.0]","[1.46139, 130.245, -698.0]","[0.0109172, 112.289, -602.0]","[-0.0672418, 111.54, -598.0]","[-1.78858, 32.0861, -174.49]","[-1.84216, 33.186, -180.394]","[-1.95806, 72.6365, -390.428]","[123.533, 532.826, -2951.5]","[123.297, 532.016, -2948.5]","[96.7395, 463.342, -2554.5]","[68.9407, 393.816, -2154.5]","[45.7112, 331.132, -1795.5]","[29.1321, 277.494, -1495.5]",,,,,
1713,7.61111429402067e+17,"[0.0184099, 170.914, -822.0]","[-0.0302048, 170.086, -818.0]","[-1.87924, 145.122, -698.0]","[-2.8185, 124.298, -598.0]","[-2.39637, 32.9923, -157.923]","[-3.67006, 72.7304, -349.925]","[115.114, 595.119, -2945.5]","[88.7846, 518.25, -2554.5]","[61.0379, 440.195, -2154.5]","[38.3494, 369.446, -1795.5]","[22.4642, 309.686, -1495.5]","[10.76, 252.6, -1218.5]",,,,,,,
1714,4.953994637040681e+17,"[10.3726, 161.179, -822.0]","[7.39944, 137.567, -702.0]","[5.32197, 117.819, -602.0]","[0.278579, 31.9695, -169.437]","[0.327378, 33.9446, -179.366]","[1.85037, 71.1876, -366.699]","[113.019, 571.152, -2945.5]","[90.8451, 495.991, -2554.5]","[67.8776, 419.558, -2154.5]","[48.8142, 350.1, -1795.5]","[34.5983, 292.562, -1495.5]",,,,,,,,
1715,7.206755836205466e+16,"[-3.40052, 173.696, -818.0]","[-5.39896, 147.633, -698.0]","[-6.33975, 125.759, -598.0]","[-2.80358, 32.8499, -171.084]","[-6.00999, 71.6528, -349.646]","[150.603, 612.905, -2948.5]","[114.797, 534.294, -2548.5]","[115.253, 535.054, -2554.5]","[114.39, 533.271, -2545.5]","[78.0129, 455.569, -2154.5]","[47.6492, 382.857, -1795.5]","[26.3799, 320.102, -1495.5]","[10.96, 259.8, -1218.5]",,,,,,
1716,5.809663447956193e+17,"[-2.9037, 155.372, -818.0]","[-3.26166, 132.8, -698.0]","[-3.44326, 113.993, -598.0]","[-1.73866, 32.0833, -162.7]","[-1.76594, 33.2127, -168.703]","[-3.04408, 72.3729, -376.915]","[38.9967, 555.32, -2948.5]","[29.069, 480.526, -2551.5]","[18.7597, 405.386, -2151.5]","[10.4, 339.0, -1798.5]","[4.72, 283.8, -1498.5]",,,,,,,,
1717,4510402855567360.0,"[-4.63023, 136.419, -818.0]","[-3.416, 116.651, -698.0]","[-2.59494, 100.842, -602.0]","[-0.30395, 32.0024, -184.297]","[-0.34055, 33.711, -194.63]","[-1.40727, 73.2798, -434.781]","[-45.2457, 483.223, -2954.5]","[-36.5677, 420.01, -2554.5]","[-27.2612, 353.828, -2145.5]","[-19.8591, 296.701, -1795.5]","[-14.4, 247.8, -1498.5]","[-14.3063, 247.815, -1495.5]",,,,,,,
1718,8.106631886505247e+17,"[-7.08612, 160.308, -818.0]","[-7.44237, 136.617, -698.0]","[-7.38081, 116.88, -598.0]","[-3.34453, 32.6607, -169.472]","[-5.95264, 71.6667, -368.402]","[63.8422, 577.726, -2945.5]","[63.9402, 578.046, -2948.5]","[46.8267, 499.961, -2551.5]","[29.2403, 422.225, -2151.5]","[14.96, 353.4, -1798.5]","[5.04, 294.6, -1498.5]",,,,,,,,
1719,6.034843429324718e+17,"[-30.6912, 172.789, -822.0]","[-24.5341, 148.193, -702.0]","[-19.7865, 127.549, -602.0]","[-3.54358, 32.5912, -147.702]","[-9.19105, 71.39, -332.288]","[-200.541, 578.346, -2948.5]","[-166.028, 508.095, -2554.5]","[-129.818, 434.857, -2154.5]","[-98.9531, 366.869, -1798.5]","[-75.0657, 308.402, -1498.5]","[-54.811, 252.773, -1218.5]",,,,,,,,
1720,5.404395831463772e+17,"[-19.4556, 79.8604, -817.5]","[-17.2792, 68.0108, -697.5]","[-15.2765, 58.1694, -597.5]","[-15.3966, 58.6635, -602.5]",,,,,,,,,,,,,,,
1721,2.792246200059822e+17,"[-26.7975, 85.8104, -817.5]","[-27.0097, 86.3083, -822.5]","[-21.5047, 73.617, -697.5]","[-21.6904, 74.1194, -702.5]","[-17.3883, 63.3248, -597.5]","[-17.5994, 63.851, -602.5]","[-6.88682, 31.4222, -293.135]",,,,,,,,,,,,
1722,8.286799923416924e+17,"[-8.56051, 29.4047, -817.5]",,,,,,,,,,,,,,,,,,
1723,7.025787904584581e+17,"[-39.6652, 161.715, -818.0]","[-38.5984, 136.921, -698.0]","[-38.6791, 137.738, -702.0]","[-36.2376, 117.16, -602.0]","[-13.5319, 29.0989, -160.447]","[-14.0154, 30.2999, -166.73]","[-25.9842, 66.2674, -350.71]","[131.652, 537.853, -2948.5]","[90.8309, 478.952, -2554.5]","[44.3533, 415.967, -2151.5]","[8.32, 354.6, -1798.5]","[-15.8, 298.2, -1498.5]","[-15.9656, 297.156, -1495.5]","[-30.8828, 242.857, -1215.5]",,,,,
1724,1.4862510989508608e+17,"[-32.88, 151.699, -818.0]","[-26.3734, 130.539, -702.0]","[-26.1885, 129.8, -698.0]","[-21.2802, 112.2, -602.0]","[-21.1047, 111.461, -598.0]","[-4.419, 32.2851, -173.123]","[-11.343, 70.358, -375.953]","[-215.236, 499.451, -2951.5]","[-178.232, 440.743, -2551.5]","[-139.703, 378.77, -2151.5]","[-106.811, 321.88, -1795.5]","[-81.3289, 272.386, -1498.5]","[-80.9432, 271.276, -1495.5]",,,,,,
1725,7.611108109267763e+17,"[-33.003, 153.751, -818.0]","[-28.8993, 131.062, -698.0]","[-25.3301, 112.174, -598.0]","[-7.75605, 31.1183, -165.186]","[-16.7482, 70.5539, -376.343]","[-75.9803, 564.869, -2948.5]","[-69.5119, 487.443, -2551.5]","[-63.387, 409.366, -2151.5]","[-57.4536, 340.633, -1795.5]","[-51.5612, 283.33, -1495.5]","[-51.4887, 283.158, -1498.5]",,,,,,,,
1726,1.8466290916550246e+17,"[-52.828, 158.955, -822.0]","[-43.8909, 136.066, -702.0]","[-36.7513, 116.967, -602.0]","[-8.48412, 30.8638, -157.841]","[-20.2059, 68.9492, -353.359]","[-257.737, 533.767, -2945.5]","[-217.038, 467.532, -2551.5]","[-175.125, 399.167, -2151.5]","[-138.922, 337.01, -1795.5]","[-110.057, 283.666, -1495.5]","[-84.8654, 232.815, -1215.5]",,,,,,,,
1727,7.025741862535168e+17,"[-56.6216, 160.203, -822.0]","[-52.9605, 135.12, -702.0]","[-52.814, 134.281, -698.0]","[-48.3625, 113.678, -598.0]","[-16.0874, 28.4492, -162.974]","[-32.4591, 64.2739, -351.852]","[47.7024, 574.691, -2948.5]","[18.339, 502.763, -2551.5]","[-13.4085, 428.522, -2154.5]","[-37.1951, 359.916, -1795.5]","[-51.8827, 300.207, -1495.5]","[-51.7044, 300.373, -1498.5]","[-58.9067, 243.17, -1218.5]",,,,,,
1728,8.601935761417175e+17,"[-68.0166, 161.161, -818.0]","[-62.8308, 135.552, -698.0]","[-57.1374, 114.6, -598.0]","[-57.3949, 115.425, -602.0]","[-18.1307, 26.6242, -152.157]","[-36.8745, 61.6618, -335.888]","[45.7942, 599.425, -2948.5]","[12.9205, 524.701, -2551.5]","[-23.3112, 447.196, -2154.5]","[-51.7594, 373.919, -1795.5]","[-66.8879, 309.107, -1498.5]","[-73.1042, 248.438, -1218.5]","[-72.9633, 247.363, -1215.5]",,,,,,
1729,7.385967298000978e+17,"[-73.0259, 148.615, -818.0]","[-60.807, 127.997, -698.0]","[-50.9654, 110.66, -598.0]","[-11.9017, 29.6688, -148.872]","[-12.6771, 31.4953, -158.741]","[-28.6685, 67.0428, -352.864]","[-28.0873, 65.8372, -346.182]","[-343.746, 457.924, -2945.5]","[-291.845, 408.207, -2551.5]","[-236.908, 354.49, -2151.5]","[-189.849, 303.866, -1795.5]","[-151.457, 258.973, -1498.5]","[-151.255, 258.871, -1495.5]","[-117.678, 215.51, -1218.5]",,,,,
1730,8.106524684121539e+17,"[-66.6863, 123.784, -822.0]","[-60.7879, 103.535, -702.0]","[-60.5632, 102.877, -698.0]","[-20.2143, 24.763, -188.004]","[-42.1478, 59.8593, -427.921]","[2.24392, 480.831, -2951.5]","[-21.1772, 418.471, -2554.5]","[-46.7091, 352.763, -2145.5]","[-64.6957, 294.827, -1798.5]","[-74.2158, 243.241, -1498.5]","[-74.4008, 243.009, -1495.5]",,,,,,,,
1731,5.4496098111822234e+17,"[-83.4579, 147.467, -822.0]","[-75.5687, 123.393, -702.0]","[-75.2864, 122.601, -698.0]","[-67.6199, 102.937, -598.0]","[-20.965, 24.0925, -159.545]","[-44.0606, 57.0479, -353.493]",,,,,,,,,,,,,
1732,4528819675332608.0,"[-78.8538, 132.99, -822.0]","[-69.5738, 114.891, -702.0]","[-69.2387, 114.303, -698.0]","[-61.3281, 99.9839, -602.0]","[-61.0149, 99.3781, -598.0]","[-36.6609, 61.8178, -334.944]","[-160.712, 489.646, -2954.5]","[-150.75, 419.655, -2551.5]","[-141.783, 350.016, -2145.5]","[-131.477, 290.492, -1798.5]","[-119.188, 240.265, -1498.5]",,,,,,,,
1733,3.602996525006848e+16,"[-99.9219, 133.437, -818.0]","[-100.506, 134.0, -822.0]","[-83.1164, 115.805, -698.0]","[-69.6764, 100.698, -598.0]","[-16.4412, 28.1332, -155.691]","[-38.2115, 60.6852, -347.755]","[-450.256, 328.426, -2945.5]","[-450.4, 328.407, -2948.5]","[-387.253, 304.787, -2554.5]","[-318.387, 277.93, -2151.5]","[-256.488, 248.363, -1795.5]","[-206.183, 219.397, -1498.5]","[-205.314, 218.67, -1495.5]","[-160.472, 187.261, -1218.5]",,,,,
1734,4.503639484667003e+17,"[-94.5161, 131.208, -818.0]","[-79.767, 112.384, -698.0]","[-67.7393, 96.5427, -598.0]","[-17.8098, 26.9108, -166.536]","[-39.9946, 58.7696, -362.025]","[-41.0813, 60.2875, -371.41]","[-381.44, 430.488, -2945.5]","[-327.459, 378.733, -2554.5]","[-271.899, 325.385, -2154.5]","[-222.662, 276.062, -1798.5]","[-182.108, 233.332, -1498.5]","[-145.278, 192.178, -1218.5]",,,,,,,
1735,7.070698144215859e+17,"[-100.211, 133.241, -818.0]","[-100.728, 133.864, -822.0]","[-84.4054, 114.679, -698.0]","[-84.9244, 115.302, -702.0]","[-71.5312, 98.893, -598.0]","[-72.0318, 99.5411, -602.0]","[-17.9642, 26.7728, -155.262]","[-41.5355, 59.7936, -355.123]","[-40.7956, 58.7976, -348.989]","[-240.048, 274.005, -1798.5]","[-195.413, 233.134, -1498.5]","[-155.177, 193.271, -1218.5]",,,,,,,
1736,8.1066518151535e+17,"[-109.325, 128.72, -822.0]","[-91.6822, 110.996, -702.0]","[-77.3964, 95.9834, -602.0]","[-18.8259, 26.0032, -157.811]","[-43.6381, 57.5073, -353.142]","[-472.02, 366.382, -2945.5]","[-403.587, 331.162, -2551.5]","[-332.505, 292.746, -2151.5]","[-269.707, 255.336, -1795.5]","[-217.457, 219.788, -1495.5]","[-171.28, 184.459, -1218.5]","[-170.57, 183.801, -1215.5]",,,,,,,
1737,5.944774185556378e+17,"[-109.641, 107.06, -818.0]","[-95.8015, 88.7658, -698.0]","[-96.2895, 89.349, -702.0]","[-83.7286, 74.1473, -598.0]","[-84.2254, 74.7167, -602.0]","[-26.2992, 18.9874, -173.883]","[-55.9486, 44.7216, -383.074]","[-171.443, 223.484, -1498.5]",,,,,,,,,,,
1738,2.792259256760402e+17,"[-119.422, 114.083, -818.0]","[-99.3601, 100.668, -698.0]","[-83.7039, 88.9508, -602.0]","[-83.0482, 88.4575, -598.0]","[-19.2162, 25.6546, -160.471]","[-45.6509, 55.3187, -354.901]","[-435.18, 166.576, -2554.5]","[-365.821, 174.532, -2151.5]","[-365.75, 174.272, -2154.5]","[-299.818, 173.1, -1795.5]","[-244.57, 164.822, -1498.5]","[-191.858, 149.216, -1218.5]",,,,,,,
1739,4.953965774860452e+17,"[-25.9935, 20.3923, -817.5]",,,,,,,,,,,,,,,,,,
1740,7.971510840983552e+17,"[-28.4624, 22.6325, -817.5]",,,,,,,,,,,,,,,,,,
1741,4.9540145658567475e+17,"[-83.0884, 71.1391, -822.0]","[-40.4972, 8.42649, -702.0]","[-39.0818, 5.9706, -697.5]","[-12.4406, -47.2169, -602.5]","[-11.3435, -49.8269, -598.0]","[-451.84, 263.251, -1501.5]","[-281.086, 222.276, -1218.5]","[-193.503, 174.46, -1061.8]","[-801.316, 162.389, -2147.5]",,,,,,,,,,
1742,5.809675817462006e+17,"[-123.234, 106.134, -822.0]","[-106.489, 89.4993, -702.0]","[-92.3158, 76.0407, -602.0]","[-26.0803, 19.4415, -157.308]","[-56.3846, 44.006, -356.399]","[-367.777, 449.273, -2945.5]","[-326.821, 382.521, -2554.5]","[-284.426, 314.191, -2154.5]","[-245.388, 254.883, -1795.5]","[-210.249, 206.444, -1495.5]",,,,,,,,,
1743,5.314300474294272e+17,"[-130.961, 106.961, -822.0]","[-107.608, 95.7915, -698.0]","[-108.353, 96.1822, -702.0]","[-89.1502, 85.2257, -598.0]","[-19.3663, 25.5205, -159.993]","[-47.3533, 54.199, -350.579]","[-326.356, 116.995, -1795.5]","[-268.417, 127.589, -1498.5]","[-210.103, 126.892, -1215.5]",,,,,,,,,,
1744,5.809701243668398e+17,"[-121.633, 93.4962, -822.0]","[-121.134, 92.9488, -818.0]","[-106.21, 77.3099, -702.0]","[-105.681, 76.787, -698.0]","[-92.1646, 63.8918, -598.0]","[-28.0307, 15.394, -163.587]","[-61.6172, 38.3599, -382.083]","[-249.814, 466.807, -2954.5]","[-237.658, 392.632, -2554.5]","[-224.624, 315.465, -2145.5]","[-207.949, 250.811, -1798.5]","[-188.105, 198.537, -1498.5]","[-188.17, 198.371, -1495.5]",,,,,,
1745,7.926344277704049e+17,"[-120.013, 92.7359, -822.0]","[-103.364, 77.9356, -702.0]","[-102.786, 77.4705, -698.0]","[-89.2402, 66.0127, -602.0]","[-88.6724, 65.5405, -598.0]","[-26.7734, 18.0033, -177.024]","[-58.1757, 41.0664, -386.887]","[-369.591, 407.656, -2945.5]","[-370.241, 408.425, -2948.5]","[-327.22, 345.149, -2554.5]","[-283.263, 281.434, -2154.5]","[-283.22, 281.264, -2151.5]","[-242.358, 226.618, -1795.5]","[-207.395, 183.239, -1495.5]",,,,,
1746,7.971447619064955e+17,"[-127.274, 112.998, -822.0]","[-111.258, 93.7847, -702.0]","[-97.2977, 78.4878, -602.0]","[-26.9377, 17.6623, -153.471]","[-58.3078, 41.8011, -344.853]","[-279.111, 530.957, -2945.5]","[-261.87, 449.175, -2554.5]","[-244.155, 365.533, -2151.5]","[-223.798, 293.906, -1798.5]","[-200.797, 234.882, -1498.5]","[-173.205, 181.277, -1218.5]","[-173.178, 181.037, -1215.5]",,,,,,,
1747,8.106548048743629e+17,"[-135.618, 91.2338, -818.0]","[-114.237, 80.042, -698.0]","[-97.3872, 70.4382, -602.0]","[-96.6975, 70.0272, -598.0]","[-25.4369, 20.7767, -166.327]","[-56.4621, 43.8788, -358.474]","[-534.913, 183.097, -2948.5]","[-463.463, 176.689, -2554.5]","[-388.074, 167.413, -2154.5]","[-320.522, 155.249, -1798.5]","[-261.89, 140.394, -1495.5]","[-209.444, 123.232, -1215.5]",,,,,,,
1748,8.421753293415383e+17,"[-126.584, 83.8939, -818.0]","[-107.536, 72.6641, -698.0]","[-91.7877, 63.0275, -598.0]","[-26.2104, 19.1716, -172.016]","[-58.087, 41.2119, -381.164]","[-238.263, 140.517, -1495.5]",,,,,,,,,,,,,
1749,5.539492137973842e+17,"[-148.683, 73.9737, -822.0]","[-147.997, 73.5185, -818.0]","[-127.143, 60.6482, -698.0]","[-109.538, 50.3606, -598.0]","[-29.8072, 11.7074, -162.645]","[-31.2905, 12.3157, -170.5]","[-65.5675, 27.5673, -354.911]","[-460.444, 386.397, -2945.5]","[-353.252, 257.316, -2154.5]","[-303.264, 202.534, -1798.5]","[-258.046, 159.052, -1495.5]","[-214.122, 121.129, -1215.5]",,,,,,,
1750,5.4943942941710746e+17,"[-148.223, 57.986, -818.0]","[-148.945, 58.2795, -822.0]","[-126.782, 48.3005, -698.0]","[-127.5, 48.6135, -702.0]","[-108.759, 40.5064, -598.0]","[-109.488, 40.7834, -602.0]","[-31.3908, 10.5384, -174.115]","[-68.1533, 24.0839, -374.397]","[-505.76, 275.699, -2945.5]","[-441.338, 231.396, -2551.5]","[-375.348, 187.064, -2151.5]","[-316.502, 149.42, -1798.5]","[-266.671, 119.518, -1498.5]",,,,,,
1751,7.611151402538107e+17,"[-147.972, 60.991, -818.0]","[-126.544, 51.4749, -698.0]","[-108.596, 43.7138, -598.0]","[-109.306, 44.0448, -602.0]","[-29.9375, 11.4372, -162.038]","[-31.3094, 11.9809, -169.59]","[-67.7672, 26.5623, -371.027]","[-517.289, 255.715, -2945.5]","[-450.205, 217.833, -2551.5]","[-450.303, 217.868, -2554.5]","[-381.822, 179.371, -2154.5]","[-320.576, 146.037, -1798.5]","[-268.327, 118.707, -1498.5]",,,,,,
1752,8.286790989884948e+17,"[-143.217, 54.3, -818.0]","[-143.896, 54.6364, -822.0]","[-123.31, 45.2053, -702.0]","[-105.307, 37.3423, -598.0]","[-105.992, 37.6605, -602.0]","[-31.4379, 9.70323, -179.509]","[-68.3869, 22.5845, -387.104]","[-479.074, 286.456, -2948.5]","[-418.991, 237.098, -2551.5]","[-358.14, 188.431, -2151.5]","[-303.836, 148.487, -1798.5]","[-256.073, 116.819, -1498.5]",,,,,,,
